Color,Crash,Day,Hour,Minute,Second
0,1.07,27,15,47,59
1,5.08,27,15,47,49
1,5.99,27,15,47,9
1,217.0,27,15,46,29
1,10.2,27,15,44,48
1,2.17,27,15,43,59
1,6.94,27,15,43,38
0,1.55,27,15,42,53
1,4.98,27,15,42,38
0,1.47,27,15,41,58
0,1.0,27,15,41,43
0,1.11,27,15,41,33
0,1.3,27,15,41,23
0,1.1,27,15,41,8
1,2.39,27,15,40,58
1,4.0,27,15,40,33
1,5.66,27,15,39,58
0,1.41,27,15,39,18
1,3.04,27,15,39,3
1,2.31,27,15,38,33
0,1.46,27,15,38,13
0,1.25,27,15,37,53
1,2.8,27,15,37,43
0,1.29,27,15,37,13
1,2.29,27,15,36,58
0,1.13,27,15,36,38
1,2.71,27,15,36,23
1,3.43,27,15,35,58
1,2.05,27,15,35,28
0,1.01,27,15,35,3
0,1.34,27,15,34,53
0,1.39,27,15,34,38
0,1.0,27,15,34,23
0,1.36,27,15,34,13
0,1.81,27,15,33,58
0,1.5,27,15,33,38
1,10.9,27,15,33,23
0,1.0,27,15,32,33
1,6.18,27,15,32,23
0,1.16,27,15,31,43
0,1.23,27,15,31,28
1,5.61,27,15,31,18
0,1.1,27,15,30,38
0,1.11,27,15,30,23
0,1.0,27,15,30,13
1,2.68,27,15,30,3
1,3.37,27,15,29,38
0,1.31,27,15,29,8
0,1.06,27,15,28,53
0,1.19,27,15,28,43
1,2.76,27,15,28,28
0,1.0,27,15,28,3
0,1.0,27,15,27,53
0,1.04,27,15,27,43
1,5.15,27,15,27,33
0,1.07,27,15,26,53
0,1.46,27,15,26,42
1,3.46,27,15,26,28
1,2.5,27,15,25,53
1,6.28,27,15,25,27
0,1.0,27,15,24,47
0,1.42,27,15,24,37
0,1.91,27,15,24,22
0,1.14,27,15,24,2
0,1.12,27,15,23,52
1,9.08,27,15,23,37
1,4.43,27,15,22,52
1,2.04,27,15,22,17
0,1.62,27,15,21,52
0,1.23,27,15,21,37
1,3.46,27,15,21,22
0,1.97,27,15,20,52
0,1.0,27,15,20,32
0,1.63,27,15,20,22
1,8.84,27,15,20,2
1,9.01,27,15,19,17
1,4.34,27,15,18,32
0,1.21,27,15,17,57
1,3.47,27,15,17,42
1,2.55,27,15,17,12
1,3.12,27,15,16,47
1,2.38,27,15,16,17
1,26.7,27,15,15,52
1,10.5,27,15,14,47
1,2.1,27,15,13,57
1,7.34,27,15,13,37
0,1.0,27,15,12,52
0,1.21,27,15,12,42
1,12.7,27,15,12,32
1,16.1,27,15,11,37
1,96.9,27,15,10,42
0,1.57,27,15,9,17
1,5.82,27,15,8,56
0,1.26,27,15,8,16
0,1.49,27,15,8,1
0,1.22,27,15,7,46
1,4.13,27,15,7,31
1,4.03,27,15,7,1
1,58.8,27,15,6,26
1,6.57,27,15,5,6
1,2.01,27,15,4,26
0,1.0,27,15,4,6
1,5.4,27,15,3,56
1,99.1,27,15,3,16
1,2.07,27,15,1,51
1,24.2,27,15,1,26
0,1.17,27,15,0,26
1,3.73,27,15,0,11
1,19.5,27,14,59,41
0,1.0,27,14,58,41
0,1.12,27,14,58,31
1,5.07,27,14,58,21
1,3.73,27,14,57,41
1,2.63,27,14,57,11
1,3.31,27,14,56,46
0,1.0,27,14,56,16
0,1.93,27,14,56,6
0,1.28,27,14,55,41
1,3.04,27,14,55,31
0,1.16,27,14,55,1
0,1.17,27,14,54,46
0,1.0,27,14,54,36
0,1.65,27,14,54,26
1,4.77,27,14,54,6
1,30.3,27,14,53,31
1,4.52,27,14,52,26
1,2.35,27,14,51,51
1,3.89,27,14,51,26
1,2.25,27,14,50,50
1,3.85,27,14,50,26
0,1.39,27,14,49,56
0,1.42,27,14,49,41
0,1.0,27,14,49,25
0,1.09,27,14,49,15
1,359.0,27,14,49,0
0,1.4,27,14,47,15
1,6.37,27,14,47,0
1,143.0,27,14,46,15
0,1.19,27,14,44,45
1,3.42,27,14,44,30
0,1.0,27,14,44,0
1,6.32,27,14,43,50
0,1.54,27,14,43,10
1,3.46,27,14,42,55
1,4.14,27,14,42,20
0,1.0,27,14,41,50
0,1.0,27,14,41,40
1,19.4,27,14,41,30
0,1.04,27,14,40,30
0,1.61,27,14,40,20
0,1.48,27,14,40,0
0,1.07,27,14,39,45
1,5.32,27,14,39,30
0,1.17,27,14,38,55
0,1.18,27,14,38,40
1,6.42,27,14,38,30
1,2.59,27,14,37,50
0,1.06,27,14,37,20
1,3.01,27,14,37,10
0,1.65,27,14,36,45
1,2.93,27,14,36,25
1,4.61,27,14,35,55
0,1.12,27,14,35,20
1,3.72,27,14,35,10
0,1.42,27,14,34,35
1,5.82,27,14,34,20
0,1.09,27,14,33,40
1,3.96,27,14,33,34
0,1.2,27,14,33,0
0,1.39,27,14,32,45
1,47.0,27,14,32,30
0,1.95,27,14,31,14
0,1.0,27,14,30,54
0,1.6,27,14,30,44
1,3.69,27,14,30,24
0,1.78,27,14,29,54
0,1.0,27,14,29,34
1,2.33,27,14,29,24
1,2.42,27,14,28,59
1,20.5,27,14,28,34
1,2.95,27,14,27,34
1,5.4,27,14,27,4
1,2.25,27,14,26,29
1,5.42,27,14,26,4
0,1.99,27,14,25,29
0,1.0,27,14,25,4
0,1.22,27,14,24,54
1,3.22,27,14,24,44
0,1.24,27,14,24,14
0,1.8,27,14,23,59
0,1.32,27,14,23,39
1,126.0,27,14,23,24
0,1.81,27,14,21,54
0,1.04,27,14,21,34
1,10.1,27,14,21,24
0,1.54,27,14,20,34
0,1.23,27,14,20,19
0,1.54,27,14,20,4
0,1.35,27,14,19,44
0,1.96,27,14,19,29
0,1.63,27,14,19,9
1,71.9,27,14,18,54
1,28.2,27,14,17,29
0,1.38,27,14,16,24
1,2.05,27,14,16,9
1,2.04,27,14,15,49
1,2.31,27,14,15,24
0,1.91,27,14,15,4
0,1.09,27,14,14,39
0,1.09,27,14,14,29
0,1.46,27,14,14,19
0,1.0,27,14,14,4
1,2.06,27,14,13,54
0,1.5,27,14,13,29
0,1.9,27,14,13,14
0,1.92,27,14,12,54
1,2.69,27,14,12,29
0,1.86,27,14,12,4
1,40.8,27,14,11,43
0,1.53,27,14,10,33
1,11.8,27,14,10,13
0,1.71,27,14,9,23
0,1.43,27,14,9,3
0,1.97,27,14,8,48
1,17.9,27,14,8,28
0,1.07,27,14,7,28
0,1.38,27,14,7,18
0,1.0,27,14,7,3
1,2.88,27,14,6,53
1,5.24,27,14,6,23
0,1.37,27,14,5,48
0,1.37,27,14,5,33
0,1.62,27,14,5,18
0,1.2,27,14,4,58
0,1.14,27,14,4,48
0,1.0,27,14,4,33
0,1.11,27,14,4,23
1,2.18,27,14,4,13
1,3.2,27,14,3,48
0,1.92,27,14,3,18
0,1.79,27,14,2,58
0,1.11,27,14,2,38
0,1.67,27,14,2,28
1,3.99,27,14,2,8
1,3.08,27,14,1,33
0,1.12,27,14,1,8
1,2.1,27,14,0,53
1,5.72,27,14,0,33
0,1.0,27,13,59,53
1,2.05,27,13,59,43
1,2.96,27,13,59,23
0,1.78,27,13,58,53
0,1.72,27,13,58,33
1,2.24,27,13,58,13
1,2.19,27,13,57,53
0,1.88,27,13,57,28
0,1.74,27,13,57,8
0,1.95,27,13,56,48
1,56.2,27,13,56,28
1,2.64,27,13,55,8
1,5.1,27,13,54,43
0,1.02,27,13,54,8
1,14.0,27,13,53,58
0,1.75,27,13,53,3
1,2.32,27,13,52,42
0,1.0,27,13,52,17
0,1.6,27,13,52,7
1,64.2,27,13,51,47
0,1.09,27,13,50,27
0,1.0,27,13,50,17
1,7.58,27,13,50,7
1,4.22,27,13,49,22
0,1.19,27,13,48,52
1,23.0,27,13,48,37
0,1.75,27,13,47,37
0,1.17,27,13,47,17
0,1.52,27,13,47,2
0,1.54,27,13,46,47
1,11.3,27,13,46,27
1,8.17,27,13,45,37
1,5.73,27,13,44,52
1,3.93,27,13,44,12
0,1.69,27,13,43,42
1,17.7,27,13,43,22
1,2.19,27,13,42,22
1,5.69,27,13,42,2
1,24.2,27,13,41,22
0,1.81,27,13,40,17
1,2.58,27,13,39,57
1,14.6,27,13,39,32
1,9.12,27,13,38,37
0,1.39,27,13,37,52
0,1.29,27,13,37,37
1,2.69,27,13,37,22
1,7.18,27,13,36,52
1,2.84,27,13,36,12
0,1.0,27,13,35,42
1,3.96,27,13,35,32
1,2.91,27,13,35,2
0,1.49,27,13,34,32
1,2.05,27,13,34,17
1,3.9,27,13,33,51
0,1.76,27,13,33,21
0,1.7,27,13,33,1
0,1.14,27,13,32,41
1,11.5,27,13,32,31
1,7.01,27,13,31,41
1,8.57,27,13,30,56
1,98.5,27,13,30,11
1,3.15,27,13,28,46
0,1.04,27,13,28,16
0,1.0,27,13,28,6
1,8.52,27,13,27,56
1,3.13,27,13,27,11
0,1.0,27,13,26,41
1,57.0,27,13,26,26
0,1.6,27,13,25,11
0,1.13,27,13,24,51
0,1.05,27,13,24,41
1,3.04,27,13,24,31
1,5.21,27,13,24,1
1,3.18,27,13,23,26
1,8.3,27,13,22,56
0,1.55,27,13,22,11
1,25.6,27,13,21,51
0,1.26,27,13,20,46
1,5.86,27,13,20,36
1,2.62,27,13,19,56
1,2.51,27,13,19,26
0,1.99,27,13,19,1
0,1.34,27,13,18,41
0,1.61,27,13,18,26
0,1.13,27,13,18,11
0,1.59,27,13,17,56
1,13.8,27,13,17,41
0,1.57,27,13,16,46
1,6.38,27,13,16,26
0,1.33,27,13,15,45
0,1.05,27,13,15,30
0,1.07,27,13,15,20
1,5.7,27,13,15,10
1,2.15,27,13,14,30
0,1.65,27,13,14,5
0,1.0,27,13,13,51
0,1.51,27,13,13,40
1,2.39,27,13,13,20
1,5.16,27,13,12,55
1,6.96,27,13,12,20
1,20.7,27,13,11,40
0,1.35,27,13,10,40
0,1.27,27,13,10,25
1,2.31,27,13,10,10
0,1.17,27,13,9,45
1,2.23,27,13,9,30
1,2.19,27,13,9,10
1,9.53,27,13,8,45
1,15.9,27,13,8,0
1,3.2,27,13,7,0
1,2.71,27,13,6,30
0,1.93,27,13,6,5
0,1.11,27,13,5,45
1,4.57,27,13,5,35
1,2.61,27,13,5,0
1,4.17,27,13,4,30
1,11.8,27,13,4,0
1,2.09,27,13,3,4
1,7.59,27,13,2,44
0,1.61,27,13,1,59
1,2.21,27,13,1,44
0,1.29,27,13,1,19
1,4.36,27,13,1,4
1,2.42,27,13,0,29
1,3.5,27,13,0,4
0,1.0,27,12,59,34
1,2.95,27,12,59,24
1,10.7,27,12,59,1
0,1.0,27,12,58,4
0,1.59,27,12,57,54
1,6.15,27,12,57,39
0,1.11,27,12,56,59
0,1.52,27,12,56,44
0,1.13,27,12,56,29
1,2.2,27,12,56,14
0,1.23,27,12,55,54
1,64.9,27,12,55,39
0,1.0,27,12,54,19
1,7.45,27,12,54,9
0,1.39,27,12,53,24
0,1.0,27,12,53,9
1,2.17,27,12,52,59
1,2.31,27,12,52,34
1,2.27,27,12,52,14
1,2.0,27,12,51,49
0,1.2,27,12,51,29
1,2.1,27,12,51,14
1,11.5,27,12,50,54
1,4.76,27,12,49,59
1,2.91,27,12,49,24
1,8.18,27,12,48,59
1,152.0,27,12,48,4
1,4.44,27,12,46,29
0,1.56,27,12,45,54
1,3.63,27,12,45,39
1,5.61,27,12,45,4
1,7.83,27,12,44,29
1,21.5,27,12,43,39
0,1.68,27,12,42,38
1,8.97,27,12,42,18
1,73.5,27,12,41,33
0,1.17,27,12,40,13
0,1.06,27,12,39,58
1,3.56,27,12,39,48
0,1.97,27,12,39,18
1,2.08,27,12,38,53
0,1.08,27,12,38,33
0,1.0,27,12,38,23
0,1.24,27,12,38,13
0,1.0,27,12,37,58
0,1.23,27,12,37,48
0,1.0,27,12,37,38
1,12.9,27,12,37,23
0,1.54,27,12,36,33
0,1.35,27,12,36,13
1,7.38,27,12,35,58
0,1.72,27,12,35,18
1,428.0,27,12,34,58
1,4.22,27,12,33,8
1,5.4,27,12,32,33
0,1.24,27,12,31,53
1,9.85,27,12,31,38
0,1.65,27,12,30,53
0,1.13,27,12,30,32
1,2.1,27,12,30,23
1,2.15,27,12,29,58
0,1.68,27,12,29,37
0,1.09,27,12,29,17
1,17.4,27,12,29,7
1,5.1,27,12,28,7
0,1.68,27,12,27,32
0,1.14,27,12,27,12
1,19.1,27,12,27,2
1,2.01,27,12,26,2
0,1.17,27,12,25,37
1,2.27,27,12,25,27
1,27.0,27,12,25,2
0,1.15,27,12,23,57
0,1.46,27,12,23,47
1,2.08,27,12,23,27
1,5.11,27,12,23,7
1,55.0,27,12,22,32
1,23.6,27,12,21,12
0,1.37,27,12,20,12
1,2.57,27,12,19,57
0,1.0,27,12,19,27
1,22.2,27,12,19,17
1,5.4,27,12,18,17
1,2.05,27,12,17,42
0,1.07,27,12,17,17
1,4.04,27,12,17,7
1,3.6,27,12,16,32
1,8.18,27,12,16,2
0,1.0,27,12,15,17
1,3.26,27,12,15,7
1,6.8,27,12,14,37
0,1.74,27,12,13,56
1,2.34,27,12,13,36
0,1.7,27,12,13,12
1,61.1,27,12,12,51
0,1.02,27,12,11,31
1,6.18,27,12,11,21
0,1.17,27,12,10,41
1,2.01,27,12,10,31
0,1.55,27,12,10,6
1,6.7,27,12,9,51
0,1.24,27,12,9,11
1,2.25,27,12,8,56
0,1.1,27,12,8,31
1,2.39,27,12,8,21
0,1.02,27,12,7,56
0,1.83,27,12,7,46
1,9.22,27,12,7,26
0,1.23,27,12,6,41
0,1.0,27,12,6,26
1,3.9,27,12,6,16
0,1.02,27,12,5,41
0,1.74,27,12,5,31
0,1.64,27,12,5,11
0,1.41,27,12,4,56
0,1.92,27,12,4,41
0,1.13,27,12,4,16
0,1.15,27,12,4,6
0,1.38,27,12,3,56
1,3.43,27,12,3,36
0,1.0,27,12,3,6
1,3.24,27,12,2,56
0,1.38,27,12,2,26
0,1.87,27,12,2,11
0,1.06,27,12,1,51
0,1.05,27,12,1,41
0,1.27,27,12,1,31
1,3.11,27,12,1,16
0,1.8,27,12,0,46
0,1.37,27,12,0,26
1,2.82,27,12,0,11
0,1.08,27,11,59,46
1,45.6,27,11,59,31
1,5.98,27,11,58,21
0,1.09,27,11,57,41
0,1.25,27,11,57,26
0,1.08,27,11,57,16
0,1.11,27,11,57,1
0,1.6,27,11,56,51
1,3.86,27,11,56,31
1,2.19,27,11,56,1
1,5.75,27,11,55,35
0,1.28,27,11,54,56
1,2.47,27,11,54,46
0,1.88,27,11,54,21
0,1.21,27,11,53,55
1,2.22,27,11,53,45
1,2.57,27,11,53,20
1,10.2,27,11,52,55
0,1.2,27,11,52,5
0,1.0,27,11,51,50
1,3.08,27,11,51,40
1,3.51,27,11,51,10
1,4.61,27,11,50,40
0,1.08,27,11,50,5
1,10.8,27,11,49,55
1,55.2,27,11,49,5
1,2.33,27,11,47,50
0,1.41,27,11,47,25
1,11.7,27,11,47,10
0,1.94,27,11,46,15
0,1.04,27,11,45,55
0,1.94,27,11,45,45
0,1.6,27,11,45,25
1,2.31,27,11,45,5
1,8.82,27,11,44,40
1,3.27,27,11,43,55
1,2.1,27,11,43,25
0,1.66,27,11,43,5
0,1.87,27,11,42,45
1,2.74,27,11,42,25
0,1.36,27,11,42,0
1,306.0,27,11,41,40
0,1.3,27,11,39,55
0,1.74,27,11,39,40
0,1.33,27,11,39,20
0,1.0,27,11,39,5
1,3.99,27,11,38,55
0,1.0,27,11,38,25
1,2.02,27,11,38,15
1,3.7,27,11,37,50
1,4.56,27,11,37,20
0,1.25,27,11,36,44
0,1.04,27,11,36,30
1,4.51,27,11,36,20
0,1.05,27,11,35,44
1,26.7,27,11,35,29
1,2.86,27,11,34,24
0,1.55,27,11,33,59
1,2.1,27,11,33,39
1,2.06,27,11,33,19
1,4.27,27,11,32,59
0,1.0,27,11,32,24
0,1.43,27,11,32,14
0,1.13,27,11,31,59
0,1.38,27,11,31,44
0,1.51,27,11,31,29
1,45.2,27,11,31,14
0,1.59,27,11,30,1
1,105.0,27,11,29,43
1,8.92,27,11,28,13
0,1.02,27,11,27,28
1,42.6,27,11,27,18
1,15.8,27,11,26,3
0,1.0,27,11,25,8
0,1.41,27,11,24,58
0,1.5,27,11,24,43
1,8.17,27,11,24,23
0,1.07,27,11,23,38
0,1.15,27,11,23,28
1,3.47,27,11,23,18
0,1.49,27,11,22,48
1,3.59,27,11,22,28
0,1.0,27,11,21,58
1,2.02,27,11,21,48
1,2.07,27,11,21,28
1,8.39,27,11,21,3
0,1.0,27,11,20,18
0,1.17,27,11,20,8
1,4.75,27,11,19,58
1,4.16,27,11,19,18
0,1.57,27,11,18,48
1,2.63,27,11,18,28
1,2.0,27,11,18,3
1,14.3,27,11,17,43
1,5.03,27,11,16,48
0,1.0,27,11,16,8
0,1.25,27,11,15,58
0,1.36,27,11,15,48
1,10.8,27,11,15,33
0,1.05,27,11,14,43
0,1.06,27,11,14,33
1,3.22,27,11,14,18
0,1.37,27,11,13,48
0,1.84,27,11,13,33
0,1.27,27,11,13,13
1,3.2,27,11,13,3
0,1.1,27,11,12,33
0,1.08,27,11,12,17
0,1.6,27,11,12,8
1,2.46,27,11,11,52
0,1.13,27,11,11,27
1,2.47,27,11,11,13
0,1.38,27,11,10,47
1,3.71,27,11,10,32
0,1.97,27,11,10,2
1,3.4,27,11,9,37
0,1.27,27,11,9,7
0,1.6,27,11,8,57
0,1.09,27,11,8,37
1,2.42,27,11,8,27
0,1.48,27,11,8,2
1,3.37,27,11,7,42
1,11.7,27,11,7,12
0,1.53,27,11,6,22
1,5.69,27,11,6,7
1,5.12,27,11,5,27
1,6.68,27,11,4,47
1,3.5,27,11,4,7
1,3.0,27,11,3,37
1,2.94,27,11,3,7
0,1.0,27,11,2,42
0,1.68,27,11,2,32
0,1.23,27,11,2,12
1,2.16,27,11,1,57
1,2.57,27,11,1,37
0,1.62,27,11,1,12
0,1.64,27,11,0,52
1,16.0,27,11,0,32
0,1.05,27,10,59,37
1,78.6,27,10,59,27
0,1.01,27,10,58,2
0,1.78,27,10,57,52
1,3.22,27,10,57,32
0,1.08,27,10,57,2
1,2.81,27,10,56,52
1,38.5,27,10,56,22
0,1.09,27,10,55,11
1,2.46,27,10,55,1
0,1.76,27,10,54,36
1,3.28,27,10,54,16
0,1.89,27,10,53,46
0,1.07,27,10,53,26
0,1.6,27,10,53,11
0,1.0,27,10,52,56
1,22.1,27,10,52,46
1,17.5,27,10,51,41
1,4.27,27,10,50,46
0,1.54,27,10,50,11
1,3.27,27,10,49,56
1,8.6,27,10,49,26
1,6.65,27,10,48,41
1,6.79,27,10,47,56
0,1.0,27,10,47,21
0,1.0,27,10,47,6
1,2.13,27,10,46,56
1,2.04,27,10,46,31
1,23.4,27,10,46,11
0,1.54,27,10,45,6
0,1.4,27,10,44,51
1,43.7,27,10,44,36
0,1.84,27,10,43,21
0,1.57,27,10,43,1
0,1.21,27,10,42,46
0,1.0,27,10,42,31
1,4.53,27,10,42,21
0,1.56,27,10,41,46
1,15.9,27,10,41,26
1,8.86,27,10,40,31
0,1.0,27,10,39,46
1,3.9,27,10,39,36
0,1.17,27,10,39,1
0,1.57,27,10,38,50
1,10.4,27,10,38,31
0,1.05,27,10,37,50
0,1.96,27,10,37,30
1,16.8,27,10,37,10
0,1.33,27,10,36,15
1,2.59,27,10,36,0
1,11.5,27,10,35,35
0,1.0,27,10,34,40
0,1.62,27,10,34,30
0,1.74,27,10,34,15
0,1.0,27,10,33,55
0,1.0,27,10,33,45
0,1.0,27,10,33,35
1,4.87,27,10,33,25
1,6.29,27,10,32,50
0,1.97,27,10,32,10
1,2.9,27,10,31,45
1,25.9,27,10,31,20
1,2.05,27,10,30,15
1,2.67,27,10,29,50
1,28.9,27,10,29,25
0,1.17,27,10,28,15
1,2.48,27,10,28,5
1,5.26,27,10,27,40
0,1.24,27,10,27,0
1,7.29,27,10,26,45
1,3.39,27,10,26,10
1,4.33,27,10,25,35
1,20.1,27,10,25,0
0,1.49,27,10,24,0
0,1.57,27,10,23,40
1,3.36,27,10,23,25
1,2.4,27,10,22,55
1,2.98,27,10,22,30
1,2.38,27,10,22,0
1,2.45,27,10,21,35
1,2.32,27,10,21,10
0,1.7,27,10,20,50
1,2.36,27,10,20,30
0,1.98,27,10,20,4
1,2.03,27,10,19,44
1,2.24,27,10,19,19
1,3.04,27,10,18,59
1,16.2,27,10,18,29
1,3.24,27,10,17,34
0,1.06,27,10,17,4
1,3.29,27,10,16,49
1,3.85,27,10,16,19
0,1.17,27,10,15,49
1,66.5,27,10,15,34
1,2.74,27,10,14,14
1,9.51,27,10,13,49
1,2.66,27,10,13,4
0,1.54,27,10,12,34
1,2.98,27,10,12,19
0,1.74,27,10,11,49
1,2.31,27,10,11,29
0,1.02,27,10,11,9
0,1.86,27,10,10,59
0,1.2,27,10,10,34
1,15.5,27,10,10,24
1,7.29,27,10,9,29
1,7.39,27,10,8,44
1,2.79,27,10,7,59
0,1.22,27,10,7,34
0,1.72,27,10,7,19
1,4.27,27,10,6,59
0,1.41,27,10,6,29
1,25.6,27,10,6,12
0,1.41,27,10,5,12
1,17.4,27,10,4,52
1,2.37,27,10,3,52
1,3.0,27,10,3,27
0,1.55,27,10,3,2
1,2.13,27,10,2,42
0,1.3,27,10,2,22
0,1.73,27,10,2,7
1,5.32,27,10,1,47
1,2.55,27,10,1,7
1,3.15,27,10,0,42
1,5.85,27,10,0,12
1,2.8,27,9,59,37
1,4.64,27,9,59,7
0,1.38,27,9,58,32
1,2.48,27,9,58,17
1,2.22,27,9,57,52
1,2.91,27,9,57,27
0,1.74,27,9,57,2
1,4.37,27,9,56,42
0,1.03,27,9,56,7
1,3.29,27,9,55,57
1,9.19,27,9,55,27
1,3.06,27,9,54,37
0,1.63,27,9,54,12
1,2.1,27,9,53,52
0,1.13,27,9,53,32
1,32.0,27,9,53,17
0,1.53,27,9,52,6
0,1.54,27,9,51,51
1,15.9,27,9,51,31
0,1.98,27,9,50,36
1,2.63,27,9,50,16
0,1.04,27,9,49,51
0,1.88,27,9,49,41
0,1.51,27,9,49,16
0,1.03,27,9,49,1
0,1.16,27,9,48,51
0,1.37,27,9,48,36
0,1.23,27,9,48,21
0,1.51,27,9,48,11
0,1.57,27,9,47,51
1,20.1,27,9,47,36
1,2.2,27,9,46,36
0,1.03,27,9,46,11
0,1.33,27,9,46,1
0,1.01,27,9,45,46
0,1.77,27,9,45,36
0,1.45,27,9,45,16
0,1.02,27,9,45,1
1,14.2,27,9,44,51
0,1.32,27,9,43,56
1,13.4,27,9,43,41
0,1.37,27,9,42,46
1,2.05,27,9,42,31
0,1.0,27,9,42,11
0,1.86,27,9,42,1
1,2.55,27,9,41,41
1,3.48,27,9,41,16
1,3.9,27,9,40,46
0,1.0,27,9,40,11
0,1.1,27,9,40,1
0,1.35,27,9,39,51
0,1.09,27,9,39,36
0,1.17,27,9,39,21
0,1.0,27,9,39,11
1,3.16,27,9,39,1
1,27.6,27,9,38,31
0,1.0,27,9,37,26
0,1.42,27,9,37,16
0,1.0,27,9,37,1
1,9.16,27,9,36,51
1,2.43,27,9,36,2
1,6.79,27,9,35,37
1,4.67,27,9,34,57
1,12.0,27,9,34,22
1,10.2,27,9,33,30
0,1.16,27,9,32,39
1,7.25,27,9,32,29
0,1.26,27,9,31,44
1,10.3,27,9,31,29
0,1.14,27,9,30,44
1,5.66,27,9,30,29
1,2.54,27,9,29,49
1,7.8,27,9,29,24
1,21.7,27,9,28,43
0,1.14,27,9,27,38
0,1.04,27,9,27,28
1,10.6,27,9,27,18
0,1.08,27,9,26,28
0,1.11,27,9,26,18
0,1.52,27,9,26,3
1,2.71,27,9,25,48
0,1.29,27,9,25,18
1,11.9,27,9,25,8
0,1.04,27,9,24,13
1,7.57,27,9,24,3
1,11.1,27,9,23,18
1,4.46,27,9,22,28
1,5.16,27,9,21,53
1,16.0,27,9,21,18
0,1.31,27,9,20,23
0,1.1,27,9,20,8
1,4.83,27,9,19,58
1,4.62,27,9,19,18
1,7.6,27,9,18,43
1,30.7,27,9,17,58
1,4.18,27,9,16,53
0,1.34,27,9,16,18
1,2.15,27,9,16,3
0,1.38,27,9,15,43
0,1.43,27,9,15,28
0,1.0,27,9,15,8
1,2.52,27,9,14,58
1,4.25,27,9,14,33
0,1.65,27,9,14,3
1,13.3,27,9,13,43
0,1.05,27,9,12,48
0,1.48,27,9,12,38
0,1.0,27,9,12,23
1,3.8,27,9,12,13
1,4.32,27,9,11,38
0,1.5,27,9,11,3
0,1.76,27,9,10,48
1,3.28,27,9,10,28
0,1.56,27,9,9,57
0,1.01,27,9,9,42
0,1.61,27,9,9,32
0,1.0,27,9,9,12
0,1.9,27,9,9,2
0,1.28,27,9,8,42
0,1.3,27,9,8,27
1,2.2,27,9,8,12
0,1.33,27,9,7,52
0,1.76,27,9,7,37
0,1.0,27,9,7,17
1,5.33,27,9,7,7
0,1.67,27,9,6,27
0,1.32,27,9,6,7
0,1.19,27,9,5,57
0,1.62,27,9,5,42
0,1.05,27,9,5,22
0,1.99,27,9,5,12
1,14.3,27,9,4,52
0,1.0,27,9,3,57
1,7.78,27,9,3,47
1,2.12,27,9,3,2
1,2.03,27,9,2,42
0,1.2,27,9,2,17
1,4.72,27,9,2,7
0,1.09,27,9,1,32
1,14.6,27,9,1,17
0,1.11,27,9,0,22
0,1.08,27,9,0,12
0,1.33,27,9,0,2
0,1.88,27,8,59,47
0,1.3,27,8,59,27
0,1.66,27,8,59,12
1,9.42,27,8,58,52
0,1.72,27,8,58,7
1,13.6,27,8,57,47
1,4.29,27,8,56,52
0,1.7,27,8,56,17
1,2.43,27,8,55,57
0,1.12,27,8,55,32
1,2.94,27,8,55,22
0,1.9,27,8,54,57
0,1.37,27,8,54,32
1,12.0,27,8,54,17
0,1.04,27,8,53,27
0,1.34,27,8,53,17
1,3.68,27,8,53,2
0,1.33,27,8,52,32
0,1.0,27,8,52,17
0,1.43,27,8,52,6
1,4.28,27,8,51,46
0,1.97,27,8,51,17
1,174.0,27,8,50,51
0,1.25,27,8,49,16
0,1.74,27,8,49,1
0,1.03,27,8,48,41
0,1.9,27,8,48,31
0,1.22,27,8,48,11
0,1.53,27,8,47,56
0,1.01,27,8,47,41
0,1.22,27,8,47,31
0,1.93,27,8,47,16
0,1.81,27,8,46,56
1,2.36,27,8,46,36
1,2.2,27,8,46,11
0,1.02,27,8,45,51
1,8.08,27,8,45,41
1,2.04,27,8,44,56
0,1.39,27,8,44,31
1,2.26,27,8,44,16
1,9.7,27,8,43,51
0,1.82,27,8,43,6
0,1.21,27,8,42,46
1,17.9,27,8,42,31
1,4.17,27,8,41,36
1,2.55,27,8,41,1
0,1.29,27,8,40,36
1,56.8,27,8,40,21
0,1.42,27,8,39,1
1,2.05,27,8,38,46
1,4.6,27,8,38,26
1,2.66,27,8,37,51
0,1.01,27,8,37,21
0,1.86,27,8,37,11
1,8.93,27,8,36,51
1,2.55,27,8,36,6
0,1.0,27,8,35,41
0,1.24,27,8,35,31
1,8.87,27,8,35,16
1,2.14,27,8,34,30
0,1.35,27,8,34,5
0,1.0,27,8,33,50
1,3.27,27,8,33,40
1,63.1,27,8,33,10
0,1.0,27,8,31,55
0,1.7,27,8,31,45
0,1.08,27,8,31,25
1,9.33,27,8,31,15
0,1.17,27,8,30,25
1,4.61,27,8,30,15
1,2.83,27,8,29,35
1,3.73,27,8,29,10
1,2.13,27,8,28,40
1,11.1,27,8,28,15
1,3.29,27,8,27,25
0,1.2,27,8,26,55
1,7.67,27,8,26,40
0,1.21,27,8,26,0
1,4.39,27,8,25,45
0,1.29,27,8,25,10
0,1.0,27,8,24,55
1,3.8,27,8,24,45
1,2.66,27,8,24,15
0,1.39,27,8,23,50
1,5.36,27,8,23,30
1,4.69,27,8,22,55
0,1.25,27,8,22,20
0,1.4,27,8,22,5
