Color,Crash,Day,Hour,Minute,Second
0,1.23,25,1,26,18
0,1.53,25,1,26,3
0,1.51,25,1,25,43
1,3.67,25,1,25,28
1,13.5,25,1,24,58
0,1.12,25,1,24,3
0,1.45,25,1,23,53
0,1.12,25,1,23,33
1,12.2,25,1,23,23
0,1.84,25,1,22,33
0,1.76,25,1,22,13
1,3.67,25,1,21,53
1,2.47,25,1,21,18
1,5.44,25,1,20,53
0,1.0,25,1,20,18
1,2.52,25,1,20,8
1,8.27,25,1,19,43
1,3.3,25,1,18,57
1,96.0,25,1,18,22
0,1.63,25,1,16,57
0,1.47,25,1,16,37
0,1.65,25,1,16,22
0,1.0,25,1,16,2
1,2.03,25,1,15,52
0,1.07,25,1,15,32
0,1.3,25,1,15,22
1,8.44,25,1,15,7
1,3.95,25,1,14,22
1,6.68,25,1,13,47
0,1.31,25,1,13,7
0,1.55,25,1,12,52
0,1.03,25,1,12,32
1,4.07,25,1,12,22
1,4.16,25,1,11,52
1,18.1,25,1,11,17
1,2.08,25,1,10,17
1,3.46,25,1,9,57
1,4.2,25,1,9,27
1,67.0,25,1,8,52
0,1.37,25,1,7,32
0,1.1,25,1,7,17
0,1.51,25,1,7,7
1,2.06,25,1,6,47
1,13.9,25,1,6,27
1,8.36,25,1,5,32
0,1.75,25,1,4,47
1,5.72,25,1,4,27
1,2.16,25,1,3,47
0,1.96,25,1,3,27
0,1.02,25,1,3,2
0,1.0,25,1,2,52
1,2.18,25,1,2,42
0,1.78,25,1,2,22
0,1.35,25,1,2,2
1,5.2,25,1,1,47
0,1.0,25,1,1,7
0,1.0,25,1,0,57
0,1.0,25,1,0,47
1,4.3,25,1,0,36
1,4.56,25,1,0,2
1,11.0,25,0,59,26
0,1.23,25,0,58,36
1,4.78,25,0,58,26
0,1.46,25,0,57,46
1,6.11,25,0,57,31
0,1.39,25,0,56,51
0,1.11,25,0,56,36
0,1.27,25,0,56,26
1,30.3,25,0,56,11
1,2.24,25,0,55,1
0,1.06,25,0,54,36
1,11.1,25,0,54,26
0,1.65,25,0,53,36
1,3.24,25,0,53,21
0,1.2,25,0,52,51
0,1.41,25,0,52,36
0,1.52,25,0,52,21
0,1.85,25,0,52,6
1,2.21,25,0,51,41
1,2.19,25,0,51,21
0,1.76,25,0,50,56
1,14.9,25,0,50,36
1,4.74,25,0,49,41
0,1.76,25,0,49,6
1,9.02,25,0,48,46
0,1.26,25,0,48,1
1,9.68,25,0,47,46
1,5.17,25,0,46,56
0,1.06,25,0,46,21
0,1.44,25,0,46,11
0,1.74,25,0,45,56
1,5.18,25,0,45,36
1,2.43,25,0,44,56
1,2.37,25,0,44,31
0,1.24,25,0,44,6
1,7.54,25,0,43,56
1,2.66,25,0,43,11
0,1.1,25,0,42,46
0,1.0,25,0,42,31
1,5.48,25,0,42,21
0,1.04,25,0,41,46
0,1.14,25,0,41,36
0,1.44,25,0,41,20
1,21.1,25,0,41,0
0,1.07,25,0,40,0
0,1.37,25,0,39,50
1,2.46,25,0,39,35
1,15.6,25,0,39,10
0,1.83,25,0,38,15
0,1.89,25,0,37,55
0,1.38,25,0,37,35
1,2.56,25,0,37,20
0,1.31,25,0,36,55
1,3.3,25,0,36,40
1,6.26,25,0,36,5
0,1.23,25,0,35,25
0,1.68,25,0,35,15
0,1.07,25,0,34,55
0,1.46,25,0,34,45
0,1.0,25,0,34,25
1,2.4,25,0,34,15
0,1.0,25,0,33,50
0,1.0,25,0,33,40
1,4.65,25,0,33,30
1,2.9,25,0,32,55
0,1.84,25,0,32,30
1,4.96,25,0,32,10
1,51.8,25,0,31,30
0,1.07,25,0,30,15
0,1.29,25,0,30,5
1,3.19,25,0,29,50
0,1.01,25,0,29,20
0,1.65,25,0,29,10
0,1.29,25,0,28,50
1,3.8,25,0,28,35
1,3.1,25,0,28,5
1,2.06,25,0,27,35
0,1.78,25,0,27,15
1,10.8,25,0,26,55
1,46.7,25,0,26,5
0,1.15,25,0,24,50
0,1.73,25,0,24,40
0,1.94,25,0,24,20
1,4.17,25,0,23,55
0,1.13,25,0,23,25
0,1.28,25,0,23,10
0,1.0,25,0,22,55
1,2.12,25,0,22,44
0,1.17,25,0,22,24
0,1.11,25,0,22,9
1,2.3,25,0,21,59
0,1.39,25,0,21,34
1,4.91,25,0,21,19
1,12.3,25,0,20,44
1,3.86,25,0,19,54
1,2.64,25,0,19,19
0,1.24,25,0,18,54
1,2.22,25,0,18,39
0,1.94,25,0,18,14
0,1.53,25,0,17,54
1,2.06,25,0,17,39
1,11.7,25,0,17,14
0,1.03,25,0,16,24
0,1.41,25,0,16,14
0,1.26,25,0,15,59
1,2.84,25,0,15,45
0,1.29,25,0,15,19
0,1.63,25,0,15,4
0,1.21,25,0,14,44
0,1.84,25,0,14,34
0,1.0,25,0,14,9
0,1.26,25,0,13,59
1,3.07,25,0,13,44
1,6.45,25,0,13,19
0,1.43,25,0,12,34
1,3.13,25,0,12,19
0,1.56,25,0,11,49
1,6.93,25,0,11,34
0,1.8,25,0,10,54
0,1.66,25,0,10,34
1,3.48,25,0,10,14
1,4.36,25,0,9,44
1,4.82,25,0,9,9
1,3.38,25,0,8,34
1,9.52,25,0,7,59
0,1.15,25,0,7,14
1,2.62,25,0,6,59
1,25.1,25,0,6,34
1,71.9,25,0,5,29
1,11.8,25,0,4,9
0,1.96,25,0,3,18
0,1.0,25,0,2,58
1,3.17,25,0,2,48
1,3.72,25,0,2,18
1,8.27,25,0,1,43
0,1.98,25,0,0,58
1,15.6,25,0,0,38
0,1.22,24,23,59,43
1,21.0,24,23,59,28
0,1.32,24,23,58,28
1,2.85,24,23,58,13
1,16.9,24,23,57,43
1,33.0,24,23,56,43
1,5.22,24,23,55,38
0,1.36,24,23,54,58
0,1.0,24,23,54,43
0,1.52,24,23,54,33
0,1.11,24,23,54,18
1,3.06,24,23,54,3
0,1.48,24,23,53,38
1,2.54,24,23,53,18
0,1.12,24,23,52,53
1,5.5,24,23,52,43
0,1.34,24,23,52,3
0,1.0,24,23,51,48
1,3.35,24,23,51,38
0,1.47,24,23,51,8
1,9.99,24,23,50,53
0,1.88,24,23,50,3
1,3.93,24,23,49,43
1,3.87,24,23,49,13
1,78.2,24,23,48,33
0,1.1,24,23,47,8
0,1.43,24,23,46,58
0,1.51,24,23,46,43
0,1.63,24,23,46,23
0,1.0,24,23,46,8
0,1.71,24,23,45,58
0,1.28,24,23,45,38
0,1.0,24,23,45,23
0,1.72,24,23,45,12
0,1.15,24,23,44,52
1,56.8,24,23,44,37
0,1.41,24,23,43,22
1,3.0,24,23,43,2
0,1.59,24,23,42,32
0,1.16,24,23,42,18
0,1.23,24,23,42,2
0,1.12,24,23,41,52
0,1.9,24,23,41,37
0,1.16,24,23,41,17
0,1.11,24,23,41,7
1,11.1,24,23,40,52
0,1.0,24,23,40,2
0,1.25,24,23,39,52
0,1.4,24,23,39,37
0,1.76,24,23,39,22
0,1.0,24,23,39,2
1,4.81,24,23,38,52
0,1.75,24,23,38,17
1,132.0,24,23,37,52
1,6.92,24,23,36,22
0,1.68,24,23,35,37
1,2.12,24,23,35,27
1,263.0,24,23,34,57
1,3.62,24,23,33,17
0,1.58,24,23,32,42
1,6.65,24,23,32,27
0,1.05,24,23,31,42
1,2.29,24,23,31,32
0,1.73,24,23,31,12
1,7.36,24,23,30,52
0,1.14,24,23,30,7
0,1.55,24,23,29,57
1,5.89,24,23,29,37
0,1.54,24,23,28,57
1,2.21,24,23,28,42
1,2.48,24,23,28,17
1,2.99,24,23,27,52
1,2.74,24,23,27,22
1,17.5,24,23,26,56
0,1.18,24,23,25,56
1,12.1,24,23,25,46
0,1.09,24,23,24,51
0,1.72,24,23,24,41
0,1.43,24,23,24,21
1,2.57,24,23,24,6
0,1.0,24,23,23,41
1,9.67,24,23,23,31
1,2.97,24,23,22,41
0,1.22,24,23,22,11
1,2.64,24,23,22,1
0,1.25,24,23,21,31
1,6.68,24,23,21,21
1,2.64,24,23,20,36
1,2.65,24,23,20,11
1,216.0,24,23,19,46
0,1.18,24,23,18,6
0,1.05,24,23,17,51
1,2.57,24,23,17,41
0,1.9,24,23,17,16
0,1.58,24,23,17,1
1,2.59,24,23,16,36
0,1.07,24,23,16,11
1,3.19,24,23,16,1
1,4.73,24,23,15,31
1,7.88,24,23,14,56
1,5.06,24,23,14,11
1,2.36,24,23,13,36
1,2.76,24,23,13,11
0,1.11,24,23,12,41
0,1.66,24,23,12,31
1,2.81,24,23,12,11
1,41.2,24,23,11,41
0,1.38,24,23,10,31
1,7.14,24,23,10,16
0,1.06,24,23,9,31
1,4.35,24,23,9,21
1,3.98,24,23,8,46
1,32.2,24,23,8,11
0,1.0,24,23,7,5
1,2.42,24,23,6,55
0,1.77,24,23,6,30
1,2.52,24,23,6,10
1,3.86,24,23,5,45
1,3.51,24,23,5,10
1,4.28,24,23,4,40
1,6.7,24,23,4,5
1,35.5,24,23,3,25
1,2.5,24,23,2,15
1,30.5,24,23,1,50
0,1.07,24,23,0,45
0,1.08,24,23,0,30
0,1.04,24,23,0,20
0,1.07,24,23,0,10
1,4.23,24,23,0,0
1,2.49,24,22,59,25
0,1.34,24,22,59,0
0,1.93,24,22,58,45
0,1.33,24,22,58,25
0,1.0,24,22,58,10
1,33.5,24,22,58,0
0,1.22,24,22,56,50
0,1.19,24,22,56,35
0,1.36,24,22,56,25
0,1.22,24,22,56,10
0,1.12,24,22,55,55
0,1.0,24,22,55,45
0,1.22,24,22,55,35
0,1.44,24,22,55,20
0,1.11,24,22,55,5
0,1.17,24,22,54,50
1,5.07,24,22,54,40
1,3.91,24,22,54,0
1,5.73,24,22,53,30
1,4.85,24,22,52,50
0,1.3,24,22,52,15
1,6.94,24,22,52,0
0,1.0,24,22,51,15
0,1.19,24,22,51,5
1,5.57,24,22,50,55
0,1.81,24,22,50,15
1,7.15,24,22,49,55
0,1.0,24,22,49,15
1,4.49,24,22,49,4
0,1.18,24,22,48,24
0,1.86,24,22,48,14
1,9.09,24,22,47,49
1,10.8,24,22,47,4
1,5.3,24,22,46,14
1,4.14,24,22,45,39
1,2.8,24,22,45,4
1,5.94,24,22,44,34
0,1.38,24,22,43,54
0,1.25,24,22,43,39
1,5.31,24,22,43,29
0,1.46,24,22,42,49
1,2.91,24,22,42,34
0,1.94,24,22,42,4
0,1.62,24,22,41,44
1,4.01,24,22,41,24
0,1.13,24,22,40,54
1,8.23,24,22,40,39
1,3.26,24,22,39,54
0,1.0,24,22,39,24
1,3.95,24,22,39,14
1,3.1,24,22,38,44
0,1.95,24,22,38,14
1,2.84,24,22,37,54
1,5.47,24,22,37,24
0,1.06,24,22,36,49
1,2.67,24,22,36,34
0,1.16,24,22,36,9
0,1.0,24,22,35,59
0,1.03,24,22,35,49
0,1.09,24,22,35,34
1,2.04,24,22,35,24
0,1.75,24,22,35,4
0,1.0,24,22,34,44
0,1.19,24,22,34,34
1,3.63,24,22,34,19
0,1.0,24,22,33,49
1,3.82,24,22,33,39
1,4.33,24,22,33,9
1,2.33,24,22,32,34
1,2.98,24,22,32,9
1,5.84,24,22,31,39
1,6.36,24,22,30,59
0,1.25,24,22,30,19
1,4.12,24,22,30,4
0,1.15,24,22,29,33
1,6.7,24,22,29,18
0,1.17,24,22,28,38
0,1.6,24,22,28,23
0,1.52,24,22,28,8
0,1.83,24,22,27,48
0,1.21,24,22,27,28
1,7.07,24,22,27,18
1,4.26,24,22,26,33
0,1.05,24,22,25,58
0,1.9,24,22,25,48
0,1.13,24,22,25,28
0,1.03,24,22,25,13
0,1.0,24,22,25,3
1,50.2,24,22,24,48
0,1.06,24,22,23,33
0,1.12,24,22,23,23
0,1.04,24,22,23,13
0,1.28,24,22,22,58
1,3.91,24,22,22,48
0,1.34,24,22,22,13
0,1.0,24,22,21,58
1,5.06,24,22,21,48
1,19.2,24,22,21,12
0,1.91,24,22,20,13
1,3.12,24,22,19,53
1,5.82,24,22,19,18
0,1.86,24,22,18,39
1,2.21,24,22,18,18
1,5.39,24,22,17,58
0,1.28,24,22,17,18
0,1.1,24,22,17,3
1,4.64,24,22,16,53
1,2.83,24,22,16,18
0,1.1,24,22,15,48
0,1.47,24,22,15,38
0,1.15,24,22,15,23
0,1.41,24,22,15,8
1,3.48,24,22,14,48
1,122.0,24,22,14,13
0,1.29,24,22,12,43
1,7.09,24,22,12,28
1,3.07,24,22,11,48
1,41.3,24,22,11,17
0,1.06,24,22,10,7
1,12.7,24,22,9,52
1,4.51,24,22,9,2
1,2.56,24,22,8,27
0,1.32,24,22,7,57
1,3.19,24,22,7,47
0,1.13,24,22,7,17
1,2.3,24,22,7,2
1,3.07,24,22,6,37
1,2.03,24,22,6,12
1,2.34,24,22,5,47
1,6.84,24,22,5,27
1,20.0,24,22,4,42
0,1.71,24,22,3,42
1,17.0,24,22,3,22
1,12.2,24,22,2,27
0,1.0,24,22,1,37
0,1.33,24,22,1,27
1,11.1,24,22,1,12
0,1.81,24,22,0,22
0,1.35,24,22,0,2
1,2.23,24,21,59,47
0,1.55,24,21,59,22
0,1.06,24,21,59,2
1,2.34,24,21,58,52
1,2.82,24,21,58,27
1,13.3,24,21,58,2
1,3.31,24,21,57,7
0,1.79,24,21,56,37
1,3.12,24,21,56,17
0,1.25,24,21,55,47
0,1.0,24,21,55,37
1,122.0,24,21,55,17
0,1.38,24,21,53,47
1,9.14,24,21,53,32
0,1.0,24,21,52,46
1,2.9,24,21,52,37
0,1.0,24,21,52,6
0,1.14,24,21,51,56
0,1.2,24,21,51,46
0,1.06,24,21,51,31
1,64.3,24,21,51,21
0,1.54,24,21,50,1
1,5.01,24,21,49,41
1,7.12,24,21,49,6
1,2.28,24,21,48,21
0,1.72,24,21,48,1
0,1.0,24,21,47,41
0,1.27,24,21,47,31
1,3.47,24,21,47,16
0,1.63,24,21,46,46
0,1.58,24,21,46,26
0,1.19,24,21,46,11
0,1.0,24,21,45,56
1,2.53,24,21,45,46
1,4.35,24,21,45,21
0,1.62,24,21,44,46
0,1.05,24,21,44,31
0,1.03,24,21,44,16
0,1.77,24,21,44,6
0,1.0,24,21,43,46
0,1.8,24,21,43,36
0,1.28,24,21,43,16
1,4.5,24,21,43,6
0,1.14,24,21,42,31
0,1.29,24,21,42,16
0,1.37,24,21,42,1
1,2.81,24,21,41,46
0,1.2,24,21,41,21
1,4.15,24,21,41,6
0,1.32,24,21,40,31
0,1.9,24,21,40,16
1,2.17,24,21,39,56
0,1.45,24,21,39,36
0,1.1,24,21,39,16
0,1.0,24,21,39,6
0,1.49,24,21,38,56
1,3.91,24,21,38,41
0,1.23,24,21,38,6
0,1.15,24,21,37,51
0,1.02,24,21,37,41
1,2.16,24,21,37,31
0,1.15,24,21,37,6
0,1.05,24,21,36,56
0,1.84,24,21,36,46
1,520.0,24,21,36,26
1,5.48,24,21,34,31
1,18.3,24,21,33,50
0,1.05,24,21,32,50
0,1.0,24,21,32,40
1,3.91,24,21,32,30
1,24.7,24,21,31,55
1,3.33,24,21,30,55
0,1.42,24,21,30,30
0,1.08,24,21,30,5
1,6.08,24,21,29,55
1,2.99,24,21,29,15
1,4.53,24,21,28,50
1,2.26,24,21,28,10
0,1.74,24,21,27,50
0,1.05,24,21,27,30
0,1.82,24,21,27,20
0,1.37,24,21,27,0
0,1.0,24,21,26,45
1,17.3,24,21,26,35
1,2.36,24,21,25,35
0,1.04,24,21,25,10
0,1.04,24,21,25,0
1,2.22,24,21,24,50
0,1.04,24,21,24,25
1,3.11,24,21,24,15
1,2.55,24,21,23,45
0,1.2,24,21,23,20
1,7.33,24,21,23,10
0,1.22,24,21,22,25
0,1.25,24,21,22,10
0,1.92,24,21,22,0
1,5.36,24,21,21,35
1,30.4,24,21,21,0
1,28.4,24,21,19,50
1,10.0,24,21,18,45
0,1.57,24,21,17,55
1,3.57,24,21,17,40
0,1.03,24,21,17,10
0,1.42,24,21,17,0
1,3.61,24,21,16,40
0,1.0,24,21,16,10
0,1.14,24,21,16,0
1,2.46,24,21,15,50
0,1.39,24,21,15,25
1,6.18,24,21,15,10
0,1.0,24,21,14,29
0,1.79,24,21,14,14
0,1.04,24,21,13,59
1,2.69,24,21,13,44
0,1.5,24,21,13,19
0,1.31,24,21,13,4
0,1.66,24,21,12,49
1,3.91,24,21,12,29
1,3.82,24,21,11,59
0,1.77,24,21,11,24
0,1.0,24,21,11,4
0,1.05,24,21,10,54
1,5.84,24,21,10,44
1,9.11,24,21,10,4
0,1.72,24,21,9,19
1,5.94,24,21,8,59
0,1.84,24,21,8,19
1,10.4,24,21,7,59
0,1.65,24,21,7,9
0,1.44,24,21,6,54
0,1.32,24,21,6,34
0,1.82,24,21,6,19
0,1.35,24,21,5,59
0,1.85,24,21,5,44
0,1.26,24,21,5,24
1,2.58,24,21,5,9
1,2.17,24,21,4,44
0,1.67,24,21,4,24
1,42.7,24,21,4,4
0,1.16,24,21,2,49
0,1.46,24,21,2,39
0,1.1,24,21,2,24
1,10.5,24,21,2,14
1,2.98,24,21,1,24
0,1.63,24,21,0,54
0,1.0,24,21,0,34
1,2.57,24,21,0,24
1,2.3,24,20,59,59
1,5.92,24,20,59,34
0,1.04,24,20,58,54
1,9.88,24,20,58,44
0,1.49,24,20,57,59
0,1.21,24,20,57,39
0,1.03,24,20,57,29
1,4.81,24,20,57,19
0,1.29,24,20,56,39
1,7.19,24,20,56,24
1,4.74,24,20,55,44
1,16.2,24,20,55,4
1,9.79,24,20,54,3
0,1.24,24,20,53,18
1,6.0,24,20,53,3
0,1.09,24,20,52,23
0,1.56,24,20,52,13
0,1.05,24,20,51,53
0,1.16,24,20,51,43
1,3.23,24,20,51,33
1,2.44,24,20,51,3
1,5.73,24,20,50,54
1,11.6,24,20,49,58
0,1.0,24,20,49,8
1,3.35,24,20,48,58
0,1.0,24,20,48,28
0,1.07,24,20,48,18
0,1.94,24,20,48,3
0,1.0,24,20,47,43
0,1.49,24,20,47,33
1,2.18,24,20,47,18
1,2.5,24,20,46,53
0,1.85,24,20,46,28
1,3.77,24,20,46,8
0,1.17,24,20,45,38
0,1.0,24,20,45,23
1,3.4,24,20,45,13
0,1.42,24,20,44,43
1,3.96,24,20,44,28
1,2.66,24,20,43,53
1,3.77,24,20,43,28
0,1.08,24,20,42,58
0,1.51,24,20,42,43
1,111.0,24,20,42,28
0,1.38,24,20,40,58
1,3.13,24,20,40,43
1,3.5,24,20,40,13
0,1.84,24,20,39,43
1,8.36,24,20,39,23
0,1.03,24,20,38,38
1,2.03,24,20,38,28
1,5.56,24,20,38,8
0,1.0,24,20,37,28
0,1.06,24,20,37,18
0,1.58,24,20,37,8
0,1.0,24,20,36,47
1,2.44,24,20,36,37
1,17.2,24,20,36,7
0,1.22,24,20,35,12
1,2.1,24,20,34,57
0,1.38,24,20,34,37
1,4.35,24,20,34,22
0,1.0,24,20,33,47
0,1.13,24,20,33,37
1,5.03,24,20,33,22
0,1.05,24,20,32,47
0,1.03,24,20,32,37
1,2.74,24,20,32,27
0,1.06,24,20,31,57
0,1.55,24,20,31,47
1,22.3,24,20,31,32
1,3.93,24,20,30,27
1,2.84,24,20,29,57
0,1.3,24,20,29,27
1,3.85,24,20,29,17
0,1.0,24,20,28,42
1,4.62,24,20,28,32
0,1.82,24,20,27,57
1,2.9,24,20,27,37
0,1.64,24,20,27,7
0,1.12,24,20,26,52
0,1.86,24,20,26,37
0,1.0,24,20,26,17
0,1.37,24,20,26,7
1,10.3,24,20,25,52
1,2.11,24,20,25,2
1,3.54,24,20,24,42
0,1.6,24,20,24,12
0,1.17,24,20,23,52
0,1.92,24,20,23,42
1,3.76,24,20,23,17
0,1.07,24,20,22,47
1,3.36,24,20,22,37
0,1.0,24,20,22,7
0,1.36,24,20,21,57
0,1.02,24,20,21,42
0,1.72,24,20,21,32
0,1.17,24,20,21,12
1,2.24,24,20,20,57
1,3.19,24,20,20,37
0,1.0,24,20,20,7
0,1.2,24,20,19,57
0,1.0,24,20,19,42
0,1.98,24,20,19,32
1,3.45,24,20,19,12
1,4.61,24,20,18,42
0,1.55,24,20,18,7
0,1.63,24,20,17,46
1,35.9,24,20,17,31
0,1.66,24,20,16,21
0,1.77,24,20,16,1
1,3.68,24,20,15,41
0,1.57,24,20,15,11
1,2.89,24,20,14,51
1,2.93,24,20,14,26
0,1.91,24,20,13,56
0,1.14,24,20,13,41
0,1.63,24,20,13,21
0,1.36,24,20,13,6
0,1.02,24,20,12,51
0,1.54,24,20,12,41
0,1.37,24,20,12,21
1,3.48,24,20,12,6
0,1.66,24,20,11,36
1,9.2,24,20,11,16
0,1.51,24,20,10,31
1,5.84,24,20,10,16
0,1.47,24,20,9,36
0,1.17,24,20,9,16
1,2.44,24,20,9,6
1,2.85,24,20,8,41
0,1.24,24,20,8,11
0,1.44,24,20,8,1
1,13.9,24,20,7,41
0,1.18,24,20,6,51
1,2.84,24,20,6,36
0,1.94,24,20,6,11
0,1.59,24,20,5,46
1,2.0,24,20,5,31
0,1.0,24,20,5,11
1,20.8,24,20,5,1
1,10.6,24,20,3,56
0,1.02,24,20,3,11
0,1.46,24,20,2,56
0,1.07,24,20,2,41
1,2.27,24,20,2,31
1,12.2,24,20,2,6
0,1.0,24,20,1,16
0,1.14,24,20,1,6
1,8.21,24,20,0,51
1,2.28,24,20,0,6
0,1.0,24,19,59,46
1,3.36,24,19,59,36
1,2.24,24,19,59,5
1,3.1,24,19,58,40
1,2.67,24,19,58,10
0,1.85,24,19,57,45
0,1.25,24,19,57,25
1,10.9,24,19,57,10
1,13.0,24,19,56,20
0,1.24,24,19,55,30
1,2.44,24,19,55,15
0,1.21,24,19,54,50
0,1.0,24,19,54,35
1,2.15,24,19,54,25
0,1.53,24,19,54,5
0,1.35,24,19,53,45
0,1.97,24,19,53,35
1,2.79,24,19,53,0
0,1.0,24,19,52,35
0,1.82,24,19,52,25
1,4.08,24,19,52,5
1,3.05,24,19,51,30
0,1.81,24,19,51,0
1,2.09,24,19,50,40
0,1.8,24,19,50,20
0,1.01,24,19,50,0
0,1.01,24,19,49,50
0,1.17,24,19,49,40
0,1.2,24,19,49,25
0,1.0,24,19,49,15
0,1.68,24,19,49,5
0,1.24,24,19,48,45
0,1.29,24,19,48,30
0,1.03,24,19,48,20
0,1.03,24,19,48,5
0,1.0,24,19,47,55
0,1.62,24,19,47,45
1,5.61,24,19,47,30
1,19.3,24,19,46,50
0,1.59,24,19,45,50
0,1.13,24,19,45,35
0,1.11,24,19,45,20
1,2.06,24,19,45,10
1,6.97,24,19,44,45
0,1.03,24,19,44,5
0,1.0,24,19,43,50
1,2.97,24,19,43,40
1,2.22,24,19,43,15
0,1.4,24,19,42,50
0,1.56,24,19,42,35
0,1.63,24,19,42,15
0,1.0,24,19,42,0
1,2.58,24,19,41,50
0,1.97,24,19,41,25
1,5.18,24,19,41,0
1,4.89,24,19,40,25
1,7.7,24,19,39,49
1,3.85,24,19,39,4
1,23.0,24,19,38,29
1,5.54,24,19,37,24
0,1.91,24,19,36,44
0,1.29,24,19,36,24
0,1.27,24,19,36,9
1,7.18,24,19,35,59
1,8.84,24,19,35,14
1,8.34,24,19,34,29
1,2.32,24,19,33,44
1,2.06,24,19,33,19
1,2.55,24,19,32,59
0,1.2,24,19,32,29
0,1.34,24,19,32,19
1,11.7,24,19,32,4
1,52.0,24,19,31,9
0,1.68,24,19,29,54
0,1.58,24,19,29,39
1,10.7,24,19,29,19
0,1.05,24,19,28,29
0,1.71,24,19,28,19
0,1.12,24,19,27,59
1,3.39,24,19,27,49
0,1.94,24,19,27,19
1,4.63,24,19,26,54
1,2.03,24,19,26,19
0,1.76,24,19,25,59
1,280.0,24,19,25,39
1,10.3,24,19,23,54
0,1.23,24,19,23,4
1,3.96,24,19,22,49
0,1.52,24,19,22,19
0,1.57,24,19,21,59
1,6.31,24,19,21,44
1,20.5,24,19,20,59
1,2.16,24,19,19,58
0,1.61,24,19,19,33
1,5.52,24,19,19,18
0,1.26,24,19,18,38
0,1.63,24,19,18,23
0,1.75,24,19,18,8
0,1.0,24,19,17,48
0,1.0,24,19,17,38
1,3.88,24,19,17,28
0,1.07,24,19,16,53
0,1.03,24,19,16,43
0,1.79,24,19,16,33
1,2.06,24,19,16,13
0,1.85,24,19,15,48
1,2.34,24,19,15,28
0,1.08,24,19,15,8
1,2.56,24,19,14,53
1,2.59,24,19,14,28
1,4.22,24,19,14,3
0,1.6,24,19,13,28
1,2.31,24,19,13,13
1,2.74,24,19,12,48
1,3.32,24,19,12,18
1,7.78,24,19,11,48
0,1.02,24,19,11,13
0,1.02,24,19,10,58
0,1.25,24,19,10,43
0,1.0,24,19,10,33
0,1.54,24,19,10,23
1,3.13,24,19,10,3
0,1.06,24,19,9,33
0,1.51,24,19,9,23
0,1.86,24,19,9,8
1,7.85,24,19,8,48
0,1.86,24,19,8,3
0,1.76,24,19,7,43
1,2.33,24,19,7,23
0,1.22,24,19,6,58
1,2.56,24,19,6,46
0,1.0,24,19,6,18
0,1.85,24,19,6,8
1,2.01,24,19,5,48
1,8.68,24,19,5,28
1,24.0,24,19,4,43
1,2.75,24,19,3,37
1,16.8,24,19,3,12
0,1.04,24,19,2,12
1,2.47,24,19,2,2
1,4.24,24,19,1,37
1,8.45,24,19,1,2
1,4.81,24,19,0,17
0,1.0,24,18,59,42
1,2.0,24,18,59,32
0,1.0,24,18,59,12
1,2.1,24,18,59,2
0,1.3,24,18,58,37
0,1.0,24,18,58,22
0,1.25,24,18,58,12
1,3.36,24,18,58,2
0,1.0,24,18,57,32
1,3.19,24,18,57,22
0,1.11,24,18,56,52
1,3.53,24,18,56,37
0,1.0,24,18,56,7
1,31.6,24,18,55,57
1,2.45,24,18,54,47
1,6.22,24,18,54,22
0,1.29,24,18,53,42
0,1.18,24,18,53,32
0,1.49,24,18,53,17
0,1.42,24,18,53,2
1,125.0,24,18,52,42
1,7.13,24,18,51,12
0,1.12,24,18,50,27
0,1.0,24,18,50,17
0,1.07,24,18,50,7
1,12.7,24,18,49,57
1,10.8,24,18,49,2
0,1.36,24,18,48,12
1,5.66,24,18,47,57
0,1.11,24,18,47,22
1,6.19,24,18,47,7
0,1.1,24,18,46,27
1,3.51,24,18,46,17
0,1.1,24,18,45,47
1,2.5,24,18,45,32
0,1.11,24,18,45,7
1,2.06,24,18,44,57
1,8.34,24,18,44,36
1,9.76,24,18,43,46
0,1.2,24,18,43,1
0,1.49,24,18,42,46
0,1.34,24,18,42,31
0,1.11,24,18,42,16
0,1.02,24,18,42,6
1,3.66,24,18,41,56
1,3.24,24,18,41,21
0,1.34,24,18,40,51
0,1.92,24,18,40,36
0,1.0,24,18,40,16
1,11.1,24,18,40,6
0,1.0,24,18,39,16
1,4.87,24,18,39,6
0,1.81,24,18,38,31
0,1.59,24,18,38,11
1,4.4,24,18,37,51
1,2.08,24,18,37,16
0,1.82,24,18,36,56
1,2.99,24,18,36,36
1,2.18,24,18,36,6
1,3.7,24,18,35,46
1,2.79,24,18,35,11
0,1.0,24,18,34,46
1,3.12,24,18,34,36
1,5.49,24,18,34,6
0,1.2,24,18,33,26
0,1.11,24,18,33,16
0,1.65,24,18,33,1
0,1.26,24,18,32,46
1,18.0,24,18,32,31
0,1.55,24,18,31,31
0,1.54,24,18,31,16
0,1.21,24,18,30,56
1,20.9,24,18,30,46
0,1.0,24,18,29,46
0,1.13,24,18,29,36
0,1.12,24,18,29,21
1,2.19,24,18,29,11
0,1.31,24,18,28,46
1,3.52,24,18,28,31
1,2.04,24,18,28,1
1,2.31,24,18,27,41
1,7.0,24,18,27,16
0,1.57,24,18,26,31
0,1.08,24,18,26,16
1,2.07,24,18,26,6
1,8.92,24,18,25,41
0,1.25,24,18,24,56
1,2.88,24,18,24,40
0,1.19,24,18,24,20
1,4.59,24,18,24,0
1,2.24,24,18,23,25
0,1.16,24,18,23,0
